suite,dataset,method,config_id,search_param,repeat_id,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,build_time_ms,index_size_mb,peak_rss_mb,query_count,k,metric,threads,git_commit,implementation,raw_log,notes,n_repeats
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=18,median,0.9129777777777778,2675.3860506195315,373.7778328359127,349.2385149002075,530.9430882334709,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=19,median,0.9153111111111111,2544.169387859794,393.055590076579,377.8580576181412,509.8083987832069,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=20,median,0.9175333333333333,2362.678136836035,423.2485095659892,406.1684012413025,546.7396229505538,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=21,median,0.9194555555555556,2366.850703144989,422.50235668487016,407.15374052524567,537.320040166378,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=22,median,0.9211777777777778,2414.6254466853093,414.14290625188085,399.58395063877106,513.3373662829399,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=23,median,0.9225333333333333,2344.9612928369106,426.44627143939334,419.4062203168869,505.50643354654306,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=24,median,0.9241,2133.5224272110013,468.70845473474924,444.92073357105255,622.5787103176114,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=25,median,0.9254111111111111,2042.8695011456557,489.5075282288922,476.19082033634186,600.8131429553031,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=26,median,0.9265888888888889,2133.778193407802,468.6522728039159,461.9043320417404,548.7773567438126,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=27,median,0.9280555555555555,2030.6612257166046,492.45043305887117,478.86744141578674,594.3257361650466,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=28,median,0.9291888888888888,1891.3031777881267,528.7359592815241,514.8183554410934,640.2943283319469,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
